sentence	label
show me the flights on delta that go through atlanta	14
list the flights on sunday afternoon from oakland to dallas	14
show me the earliest nonstop flight from dallas to houston	14
i want to travel from pittsburgh to oakland around midnight could you give me the flights	14
show me the flights from boston to san francisco	14
what are the cities that american airlines serves	11
is there a late afternoon flight leaving washington for denver	14
i need one first class ticket from dallas fort worth to san francisco	3
show me all the direct flights from atlanta to baltimore	14
show me the monday flights from san francisco to pittsburgh	14
please show me the return flights from miami to new york	14
show me the cheapest flights from san francisco to philadelphia	14
show me the price of all flights from atlanta to washington dc	3
give me flights from pittsburgh to baltimore	14
find travel arrangements for a round trip flight from baltimore to pittsburgh	14
all right would you let me know type of aircraft united airlines is using on the flights from denver to san francisco i would like to know the type of aircraft that they use on these flights before 10 in the morning	1
show me the flights from philadelphia to dallas	14
what is the earliest flight i can get from baltimore to boston	14
flights to baltimore	14
hi i need to go from cincinnati to san jose california after 6 pm on saturday	14
what is the flight number of the earliest flight between boston and washington dc	17
are there any flights on us air from pittsburgh to atlanta on wednesday	14
do you have ground transportation between airport and downtown in boston	21
list all flights from baltimore to philadelphia	14
all northwest flights with stopovers in denver	14
i 'd like to get a flight from washington to oakland with a stopover in dallas fort worth for september fifteenth	14
are there wednesday morning flights between pittsburgh and boston	14
what is the round trip cost of a first class ticket from boston to san francisco	3
what 's the lowest round trip fare from dallas to any city	3
give me the flights from boston to san francisco leaving early today	14
ground transportation in oakland	21
please list pm flights from boston pittsburgh	14
show me all flights from philadelphia to san francisco with one stop in dallas	14
what evening flights do you have available from baltimore to philadelphia	14
show me flights from los angeles to pittsburgh for tuesday	14
what is the cheapest one way fare from any city to another	3
i 'd like to find a flight from charlotte to las vegas and make a stop in st. louis	14
i live in denver and i 'd like to make a trip to pittsburgh	14
list all flights from baltimore to atlanta after 12 noon thursday	14
show me the cheapest one way flight from san francisco to boston leaving san francisco after 9 pm	14
give me all flights from boston to philadelphia next week arriving after lunch	14
what are all flights from denver to philadelphia on saturday	14
flight information on january twenty third from denver to san francisco	14
i 'd like to find the cheapest one way fare from baltimore to denver	3
i need a flight on sunday from long beach to columbus	14
what are the fares for flights from charlotte to newark on tuesday and wednesday	3
show me the itinerary of the connecting flight from boston to denver that departs boston at 10 am	14
find me a flight from atlanta to baltimore	14
what are the flights and fares from atlanta to philadelphia	15
i would like an early morning nonstop flight from new york to las vegas on february twenty eighth	14
describe fare code qx	0
what is the earliest flight on friday from washington to san francisco	14
american flights from chicago to los angeles morning	14
show all flights from pittsburgh to oakland	14
list all flights from chicago to seattle on continental airlines which depart on saturday before noon and include a meal	14
i would like the first flight into houston from dallas on march first and the last flight from houston to dallas on march first	14
please give me ground transportation information for denver	21
show me the united flights from bwi to denver	14
what are the flights from chicago to indianapolis	14
show me the fare for us flight 3357 from philadelphia to baltimore	3
first class price san francisco pittsburgh round trip	3
what flights are there from minneapolis to chicago	14
all right now i need a flight from seattle to san diego	14
what is your last trip on august twenty seventh from washington to boston	14
i want to depart washington april twentieth to atlanta least expensive fare	14
show me the first class fares from baltimore to dallas	3
i 'd like to fly from cleveland to indianapolis tomorrow morning as early as possible what 's available	14
i need to make a trip starting in boston going to dallas denver oakland and back to boston	14
what flights are available from boston to denver on wednesday in early morning	14
i want to make a round trip flight from washington to san francisco and return	14
on united airlines flying from denver to san francisco before 10 am what type of aircraft is used	14
lowest fare from san francisco to los angeles	3
what flights go from philadelphia to dallas with a stopover in atlanta	14
show me the flights from baltimore to oakland	14
what does code qw mean	0
are there any flights from new york to montreal canada leaving on thursday	14
show me all flights from oakland to philadelphia on saturday which serve a meal	14
list all flights from seattle on continental which depart after 430 pm	14
i 'd like the earliest flight information from boston to san francisco with a meal	14
what is the cheapest flight from pittsburgh to atlanta leaving on october fifth	14
show me the flights from atlanta to washington dc on wednesday night and thursday morning	14
flights from milwaukee to orlando one way	14
tell me about flights on american airlines from dallas to san francisco on june twenty ninth	14
please show me the flights available from san francisco to pittsburgh on tuesday	14
flight information from san francisco to pittsburgh	14
show me all flights arriving at dallas	14
show me flights from denver to washington dc on a wednesday	14
what airlines fly between boston and atlanta	6
i would like to fly from boston to baltimore what time are the flights in the afternoon	14
please explain fare code f	0
i would like to know flights on june fifteenth from long beach to columbus after 12 noon please	14
list all flights that leave from baltimore or denver or pittsburgh and arrive in philadelphia	14
what are the classes of service on lufthansa	14
show me the flights from baltimore to boston	14
okay what i 'd like to do on this one is go from washington to atlanta i want a nonstop and i 'd like to leave around 5 pm	14
give me flights from atlanta to baltimore	14
show me the flights from montreal to philly	14
please list all flights from denver to philadelphia two saturdays from now	14
does flight dl 323 dl 229 from boston to denver stop in philadelphia	14
show me the flights from cincinnati	14
yes what flights will be used on july seventh in the morning from atlanta to boston	14
please give me the flights from denver to pittsburgh which leave in the morning on july second	14
show me all flights arriving to denver from baltimore oakland and boston	14
do any of the san francisco to boston flights leave on friday	14
now i need flights leaving denver in the afternoon on wednesday and arriving in san francisco	14
i would like to go from atlanta to denver on tuesday	14
does american airlines fly from philadelphia to dallas	14
what flights depart from charlotte to newark that leave in the afternoon or leave in the evening	14
are there any flights available from baltimore to dallas monday afternoon	14
what kind of ground transportation is available in denver	21
fares and flights from baltimore to philadelphia	3
flights from westchester county to san francisco daily	14
i need to find a flight from philadelphia to san francisco that has a stopover in dallas	14
find me a flight from boston to san francisco with a layover in denver	14
show me the flights from pittsburgh to dallas	14
show me flights from atlanta to washington dc on wednesday evening	14
show flights from denver to san francisco	14
what are the cities served by delta airlines	11
what flights are there from atlanta to washington early on thursday mornings	14
list all flights from pittsburgh to philadelphia	14
i 'd like a flight from st. petersburg to miami on that next thursday	14
show me all flights from new york to miami leaving on a tuesday	14
i want to fly from atlanta to philadelphia nonstop	14
what is the smallest aircraft that flies from pittsburgh to baltimore arriving may seventh	1
what flights from memphis to miami on wednesday	14
flights on american from phoenix to chicago on wednesday	14
pittsburgh to atlanta please with a stopover in fort worth	14
show me the round trip flights between phoenix and salt lake city	14
does any airline have an early afternoon flight from boston to denver	6
list the fares of the delta airlines flights from boston to philadelphia	3
please give me a flight leaving boston going to washington arriving in washington at 5 o'clock in the afternoon	14
need an inexpensive flight from baltimore to san francisco	14
i want a round trip fare from new york to san jose	3
what times does the late afternoon flight leave from washington for denver	19
define airline ua	0
flight on monday from philadelphia to oakland california early morning	14
show me the flights from san francisco to pittsburgh on tuesday	14
show me flights from denver to philadelphia	14
i would like to fly on twa from baltimore to san francisco	14
all flights from charlotte to anywhere on us air	14
show me all flights from boston to detroit	14
i want to fly from cleveland to san diego tomorrow and stop in indianapolis	14
all flights from boston to washington dc on the tenth of november	14
i actually want to go from ontario to westchester via chicago	14
i need to fly from kansas city to chicago leaving next wednesday and returning the following day	14
show me all flights from philadelphia to atlanta that leave after 5 pm on wednesday	14
show me ground transportation in denver during weekdays	21
i 'd like to get a flight leaving san francisco and arriving at philadelphia pennsylvania	14
which airlines have flights from denver to pittsburgh	6
what are the flights from memphis to tacoma	14
does us air fly from dc to dallas	14
what are the flights from atlanta to baltimore which arrive in baltimore at 7 o'clock pm	14
i need a flight from new york to montreal thursday may six arriving before noon	14
what does fare code qx mean	0
is there a flight between san francisco and boston with a stopover at dallas fort worth	14
flights from atlanta to washington dc	14
what kind of plane is used on the earliest flight from boston to san francisco afternoon	1
flights from indianapolis to seattle	14
dallas to baltimore monday	14
is fare code b the same as business class	0
does midwest express serve nashville	14
flights from indianapolis nashville memphis to seattle	14
i 'd like a flight tomorrow late from nashville to houston with dinner please	14
give me the one way flights from pittsburgh to boston	14
i want information on flights from atlanta to washington dc i want to leave wednesday after 4 pm or thursday before 9 am	14
i want the cheapest flight from pittsburgh to atlanta	14
show me the flights from toronto to salt lake city which leave toronto after 6 pm	14
what is the cheapest ticket from baltimore to san francisco on friday august thirtieth	3
show me all the flights from cincinnati to toronto	14
what time are flights from denver to san francisco on continental airlines	19
how about flights from dallas to atlanta on wednesday morning	14
how long is a trip from philadelphia airport to downtown philadelphia	13
how many seats in a 734	9
is there a flight on eastern airlines from boston to denver	14
from las vegas to new york a nonstop twa and fare	14
show me all the flights from philadelphia to cincinnati	14
all flights from washington to san francisco leaving after 2	14
i 'd like to fly united airlines from washington to denver	14
show me all flights from miami to new york	14
give me flights from pittsburgh to baltimore	14
show me all flights from pittsburgh to baltimore which leave thursday after 3 o'clock pm	14
i need a flight from atlanta to charlotte north carolina next monday	14
what ground transportation is there from denver	21
what do you have on monday from dallas fort worth to oakland california	14
i would like the flights available from boston to denver arriving in denver on 9 o'clock wednesday morning on or by 9 o'clock wednesday morning	14
show me the cheapest fares from san diego to miami one way	3
show me the united flights which go from boston to washington dc	14
i 'd like to know the earliest flights from boston to atlanta georgia	14
show me all flights from new york to miami leaving on a tuesday and show me all flights from miami to new york leaving on sunday	14
what is ewr	0
i want to see the cheapest flight from atlanta to baltimore	14
what flights are there from new york to las vegas	14
find me the earliest flight from boston to denver that serves breakfast	14
a first class flight on american to san francisco on the coming tuesday	14
show me all flights from boston to denver	14
what ground transport is available in minneapolis	21
list the flights from st. petersburg to toronto	14
is there a limousine service available from the pittsburgh airport	21
what are the flights from san francisco to washington dc	14
philadelphia to san francisco monday	14
what are the restrictions on the cheapest one way fare between boston and oakland	25
information on american airline flights from washington to philadelphia early morning times of flight	14
show me all the available flights from baltimore to dallas with economy fares	14
baltimore to philadelphia	14
are there any other cities that i can fly from boston to dallas through that i can get a flight earlier than 1017 in the morning	11
i need flight information leaving atlanta and arriving in baltimore for monday	14
list departure times from denver to philadelphia which are later than 10 o'clock and earlier than 2 pm	19
show me the latest dinner flight from baltimore to oakland	14
ground transport in oakland	21
show me the flights from denver to philadelphia	14
what does fare code qo mean	0
does midwest express serve indianapolis	14
list all flights from atlanta to baltimore thursday morning	14
show me the flights on american airlines from fort worth to denver on the evening of july eleventh	14
what ground transportation is available at the atlanta airport	21
i would like information on flights from dallas to atlanta arriving in atlanta on tuesday morning	14
list all us air flights from miami to cleveland leaving on sunday afternoon	14
please list all flights from dallas to pittsburgh on july fourth 1991	14
give me the flights from miami to new york using tower air	14
does flight dl 1083 from philadelphia to denver fly on saturdays	14
what are the different classes of service and the prices for us air	3
i would like a flight leaving from boston arriving in san francisco with a stopover in atlanta	14
what is the earliest flight from memphis to las vegas	14
i 'd like to have flight from denver to pittsburgh	14
show me the flight classes for delta airlines	14
what is the earliest flight between pittsburgh and denver that serves breakfast	14
okay i would like to fly from atlanta to philadelphia	14
find travel arrangements for a round trip flight from baltimore to pittsburgh after 8 o'clock pm before 10 o'clock pm	14
i would like to fly from boston to philadelphia next thursday	14
lowest fare from san francisco to orlando	3
could you please find me the earliest flight from boston to oakland	14
can you find out about the ground transportation available in atlanta	21
do you have any flights from boston to dallas fort worth that stop over in philadelphia	14
for each airline flying between boston and san francisco what is the earliest flight	14
list all the airlines flying between washington and denver	6
what is the round trip fare on continental 1291 from denver to san francisco and return	3
nonstop flights from new york city to las vegas on sunday	14
what is the earliest flight leaving denver and arriving in baltimore on united airlines first class on july fourth	14
i need to go from boston to denver and then to san francisco	14
does eastern have an early afternoon flight from boston to san francisco	14
show me airports near washington dc	8
give me flights from denver to baltimore	14
what flights from phoenix to las vegas on saturday	14
show me all the flights out of boston today	14
what does the fare code f mean	0
what flights from burbank to milwaukee leave burbank tomorrow	14
the cheapest flights between boston and philadelphia which arrive between 3 and 5 o'clock on tuesday	14
show me the flights from atlanta to boston	14
i need a flight to atlanta this afternoon	14
what is the fare on november seventh going one way from san francisco to oakland	3
is there a continental flight leaving from las vegas to new york nonstop	14
show me all first class fares from new york to miami leaving on a tuesday	3
i 'd like a flight from san diego to toronto on alaska airlines leaving around 1 pm	14
what is ua	0
show me all first class prices from dallas to baltimore	3
flights from cleveland to miami	14
dallas ground transportation	21
what does restriction ap 57 mean	0
show me flights from atlanta to baltimore	14
list all flights going from boston to atlanta after 6 o'clock pm on wednesday	14
what flights do you have leaving boston going to san francisco	14
give me information on flights from atlanta to washington dc leaving on thursday before 0900	14
what are the flights from atlanta to boston in the afternoon	14
do you have a flight from salt lake city to st. petersburg	14
i want a flight from boston to denver that stops in pittsburgh	14
i 'm interested in the cheapest fare from washington to fort worth	3
list all flights at general mitchell international	14
list all flights from new york to las vegas that fly nonstop on sunday and list flights from memphis to las vegas that fly nonstop on sunday	14
what does ewr mean	0
show me which flights from san francisco to pittsburgh on a monday are first class	14
i would like to fly to san francisco early in the day	14
give me a list of flights between denver and oakland	14
what is the latest first class flight of the day leaving dallas for san francisco	14
what 's the latest flight i can get from dallas to boston	14
i 'd like to have some information on a ticket from denver to atlanta with a stop in pittsburgh	3
what is the cheapest coach flight between dallas and baltimore leaving august tenth	14
do you have a flight leaving boston at 645 am going to washington	14
please list the wednesday american airline flights from milwaukee to san jose	14
i 'd like to leave atlanta in the afternoon and arrive in philadelphia at 5 pm	14
is there a flight from baltimore to san francisco with a stop in denver on twa	14
what are my meal options from boston to denver	23
i 'd like to go from boston to pittsburgh to find the cheapest flight	14
do you have a united flight from boston to washington	14
is there ground transportation from the dallas airport to downtown dallas	21
show me all flights and fares from denver to san francisco	15
all flights from miami to new york	14
list possible round trip daily flights between boston and oakland	14
what does ewr mean	0
list the cheapest round trip flights from orlando to kansas city	14
can you list all flights from toronto to san diego	14
what ground transportation can i take into boston	21
information on american airlines from washington to fort worth	14
what is your earliest flight from boston to washington on august twenty seventh	14
list round trip flights from orlando to kansas city	14
i would like the time of your earliest flight in the morning from philadelphia to washington on american airlines	19
please tell me the flights between boston and philadelphia next thursday	14
show me all the flights from denver and all the flights from miami that arrive at baltimore around noon	14
show me the airlines between boston and denver	6
which airlines fly from boston to washington dc via other cities	6
i need to know a list of flights from atlanta	14
can i take a single airline from la to charlotte to newark back to la	6
which airlines serve pittsburgh	6
is there transportation from the atlanta airport to downtown atlanta	21
show me the airlines that fly from toronto to boston	6
show me the flights that go from san diego to newark by way of houston	14
give me the flights with the fares on december twenty seventh from indianapolis to orlando	14
i 'd like a return flight from baltimore to boston	14
i need a flight from san francisco to pittsburgh and then pittsburgh to new york and new york to san francisco	14
what is the last flight to atlanta from baltimore	14
on july twenty third an early flight on american from philadelphia to san francisco	14
show me all flights on southwest airlines from san diego to san francisco	14
could you please show me all the weekday flights between denver and dallas	14
list all daily flights between oakland and boston using american airline	14
list all the flights from atlanta to philadelphia on august the first	14
list types of aircraft that connect boston and san francisco	1
i need a flight from philadelphia to denver	14
what 's restriction ap68	25
show me the first class fares from baltimore to dallas	3
i would like to fly on american airlines from baltimore to san francisco	14
american flight 4400 from cincinnati to houston	14
i need a flight from new york city to montreal thursday may six	14
i would like to book a flight on june first from los angeles to pittsburgh in the late afternoon	14
first i 'd like to fly from philadelphia to dallas and fly from dallas to san francisco	14
show me flights from new york to miami	14
show me the flights leaving from love field	14
i 'd like to buy a coach class ticket for a flight from denver to atlanta	3
i would like a flight from philadelphia to san francisco	14
what are all flights from san francisco to philadelphia with stops in pittsburgh	14
how much is an economy ticket from washington to san francisco on september thirtieth	3
flights between baltimore and washington dc	14
what is the fare going from boston to dallas fort worth one way on november seventh	3
show me all flights from phoenix to milwaukee next wednesday	14
please list the flights from toronto to washington dc	14
all flights leaving washington dc to san francisco that are first class	14
i want to know the cheapest way to fly from denver to oakland	14
show me flights from boston to denver early am on tuesday	14
show me all flights from new york to miami on a tuesday with round trip fares under 932 dollars	14
i 'd like information on a flight from denver to san francisco on united air	14
show me the flights from atlanta to denver on monday	14
show me the flights from boston to pittsburgh	14
what flights are there tomorrow from tacoma to san jose	14
show me the cheapest flights from dallas to baltimore	14
show me the flights from philadelphia to baltimore	14
list all the airlines that service denver	6
what is the cost of limousine service at logan airport	20
what flights between dfw and oakland arrive in oakland between 1133 am and 43 pm	14
all round trip flights between new york and miami that are first class	14
what 's the lowest round trip fare from bwi to any city	3
i 'm starting from denver	14
show me all flights to dallas from san francisco atlanta and pittsburgh	14
what 's the latest flight from san jose to houston	14
show me the round trip tickets from baltimore to atlanta	3
united airlines stopping in denver	14
i 'll need a rental car at the atlanta airport can you show me what 's available	21
what northwest flights stop in denver	14
what kind of ground transportation is there once i get to dallas	21
can i have a rental car in houston	21
i want an early morning flight from boston to philadelphia	14
i would like to fly from atlanta to denver on september fifteenth	14
on july twenty third all flights on american airlines from philadelphia to san francisco	14
show me all flights for tomorrow from san francisco to pittsburgh	14
what is the earliest flight from tampa to milwaukee tomorrow	14
i need a flight on friday from newark to tampa	14
i 'd like to see the fare code again qx	0
rental cars in washington dc	21
what 's the last flight from atlanta to boston	14
flights between tampa and st. louis	14
show me ground transport in seattle	21
please give me the prices for all flights from philadelphia to denver airport next sunday	3
what flights are available from pittsburgh to boston on saturday	14
what flights are available saturday to san francisco from dallas	14
show me the flights from denver to baltimore or washington dc that arrive before or around noon	14
please list the flight times from newark to boston	19
what are the fares for flights between atlanta and dfw	3
list flights from philadelphia to san francisco thursday	14
does midwest express serve baltimore	14
i want to fly denver to pittsburgh	14
i want to fly from dallas fort worth to philadelphia	14
show me the nonstop flights from atlanta to oakland that leave in the afternoon and arrive between 430 pm and 630 pm	14
please list all northwest flights into denver	14
show flights first class on american from philadelphia to dallas fort worth	14
what are the prices of these flights	3
i want to know the time of the latest flight i can take from washington to san francisco where i can get a dinner meal	19
show me flights from denver to san francisco on wednesday	14
show me flights between memphis tennessee and las vegas	14
is there a thursday night flight from pittsburgh to san francisco on us air	14
i 'd like to book the cheapest one way flight from pittsburgh to atlanta on july twentieth	14
list all flights from nashville to seattle	14
what are the fares for flights between atlanta and dfw provided by american airlines	3
what are all flights to denver from philadelphia on sunday	14
how many flights are there between san francisco and philadelphia on august eighteenth	24
i would like to book a flight that goes from memphis to las vegas	14
what ground transportation is available from the pittsburgh airport to the town	21
i need a flight from atlanta to baltimore and this flight should arrive at 7 pm please	14
flights from new york city to montreal	14
how much is the cheapest flight from denver to pittsburgh	3
which airlines provide direct flights between washington and denver	6
describe ground transportation in dallas	21
what flights from montreal to las vegas on saturday	14
what is the cost of a flight from boston to denver	3
what flights go from tampa to charlotte on sunday	14
what flights does american airlines have from boston to dallas	14
fares from dallas to baltimore	3
morning flight from dallas to atlanta	14
are there any nonstop flights from philadelphia to denver that arrive before 5 pm	14
what is ewr	0
which flights are between boston and baltimore washington	14
please give me the united airlines flights from denver to baltimore that are the first class flights please	14
what type of aircraft is used on the first flight from philadelphia to dallas in the morning	1
what transportation is available from the dallas airport to downtown	21
show flights from pittsburgh to oakland on us airlines with fare information	14
what is the earliest flight leaving boston and going to washington on september third	14
show me the airlines that fly from san francisco to boston	6
all flights from charlotte to anywhere on us air around 1 pm	14
which airlines have nonstop flights from kansas city to chicago	6
i need a flight from chicago to dallas on continental on june fifth	14
flights from nashville to seattle	14
what delta leaves boston for atlanta	14
show me the cheapest one way flight from atlanta to pittsburgh	14
list all the flights that arrive at general mitchell international from various cities	14
please list the rental car information in pittsburgh	21
round trip fares from baltimore to philadelphia less than 1000 dollars round trip fares from denver to philadelphia less than 1000 dollars round trip fares from pittsburgh to philadelphia less than 1000 dollars	3
what flights are available thursday afternoon from baltimore to atlanta	14
show me dallas to boston flights	14
i need a flight leaving pittsburgh next monday arriving in fort worth before 10 am	14
what airlines fly from boston to san francisco	6
show me flights from oakland to dallas on sunday	14
show me the price of flight ea 212 from atlanta to washington	3
what flights are there from atlanta to oakland on thursday with in flight meals	14
what are the cheapest round trip flights from denver to pittsburgh	14
what are the flights from milwaukee to orlando on wednesday	14
i need a flight from toronto to montreal reaching montreal early on friday	14
show me flights from dallas to baltimore	14
what ground transportation is available in denver	21
list the round trip flights from st. paul to san jose	14
what about the eastern airlines flights arriving in pittsburgh between 12 and 4 in the afternoon	14
what flights go from pittsburgh to newark after 305 in the afternoon	14
what is the cost of a flight from boston to san francisco	3
i would like information for flights from baltimore to dallas on early tuesday morning	14
i 'm interested in a flight from pittsburgh to atlanta	14
show me the earliest flight from newark to seattle	14
could you tell me what morning flights are available from oakland to denver before 10 am	14
boston to pittsburgh wednesday	14
anything from baltimore or washington with a stopover in denver going to san francisco	14
what is the latest flight available between san francisco and boston	14
give me the latest flight tomorrow on american airlines from milwaukee to tacoma	14
do you have one to denver from philadelphia	14
what are the flights from cleveland to indianapolis on wednesday may twelfth on either twa delta or continental	14
from toronto to atlanta in the afternoon	14
show me flights from denver to atlanta	14
all flights and fares from dallas	15
what is the fare from boston to san francisco on united airlines flight 21	3
find the cheapest one way fare from boston to san francisco	3
show me all flights arriving at love field from other airports	14
list all the flights from atlanta to charlotte north carolina that leave next monday	14
what flights are between boston and atlanta on july thirty first	14
i want a flight on twa from boston to denver	14
i want a flight from los angeles to pittsburgh that arrives before 3 pm on tuesday	14
us 771 pittsburgh to philadelphia what is the fare	3
show me the last flight available in the evening from boston to dc on july twenty first	14
i want a list of flights from pittsburgh to baltimore on thursday that arrive in baltimore before 10 am	14
i would like an afternoon flight from washington to boston on august twentieth	14
list all round trip flights from orlando to kansas city	14
show me the flight that leaves philadelphia in the afternoon and arrives in the evening in denver	14
show me the afternoon flights from washington to boston	14
what ground transportation is there in atlanta	21
show me continental flights leaving chicago on saturday morning	14
which flights depart burbank after noon and arrive in denver by 6 pm	14
philadelphia to dallas saturday	14
i want to go between boston and washington early in the morning	14
san francisco to pittsburgh friday	14
display all the flights from baltimore to dallas which leave after 4 pm	14
flights from newark new jersey to cleveland	14
i 'd like to see the flights from denver to philadelphia again	14
i would like information on flights from denver to san francisco after noon on wednesday	14
flight from dallas to milwaukee	14
fly from dallas to baltimore	14
show me the list of flights from philadelphia to denver that leave in the afternoon	14
show me the flights from denver that go to pittsburgh and then atlanta	14
show me the flights from san francisco to boston	14
please list only united airlines flights between denver and boston	14
what 's the lowest round trip fare from atlanta to bwi	3
what does restriction ap 57 mean	0
i need a flight from pittsburgh to new york city	14
i am looking for the cheapest fare from indianapolis to orlando on december twenty seventh	3
what flights leave charlotte north carolina and arrive in phoenix arizona on monday before 4 pm	14
fares between atlanta and boston	3
show ground transportation in denver	21
thank you very much now can you help me with information on flights from boston to atlanta	14
what are the flight numbers of the flights which go from san francisco to washington via indianapolis	17
what is the latest departure from boston to pittsburgh on the seventh of july	14
flights from atlanta to washington dc on thursday morning	14
what flights can i find from pittsburgh to san francisco after 9 am	14
show me the flights from san diego to newark	14
what flights go from dallas to denver after 3 pm	14
flights from newark to cleveland daily	14
do you have any flights from chicago to indianapolis	14
do you have a 9 o'clock flight from boston to philadelphia	14
what classes of service does twa have	14
what flights do you have available from denver dallas and pittsburgh into baltimore	14
does any airline have a jet flight between pittsburgh and baltimore	6
show me the flights from st. petersburg to salt lake city that arrive before noon	14
what is the earliest flight leaving washington to san francisco	14
are there any united airlines flights between boston and dallas	14
what flights from st. paul to kansas city on friday with a meal	14
i want a flight on continental airlines leaving san francisco california arriving pittsburgh pennsylvania	14
show me flights from denver to philadelphia on a monday	14
tell me about flights from atlanta to charlotte next monday	14
may i see all the flights from cleveland to dallas	14
all flights before 10 am boston denver	14
what is the least expensive business class flight between atlanta and dallas	14
which flights are there on tuesday from san francisco to pittsburgh	14
what are the flights from indianapolis to san diego on wednesday the twelfth	14
i 'd like to find a flight from miami florida to las vegas nevada that would arrive before 4 pm on sunday	14
i would like a flight from boston to atlanta	14
i will be staying downtown in atlanta for two hours could you tell me what the ground transportation is available	21
what is the first flight that travels from atlanta to baltimore that serves lunch	14
is there ground transportation from the airport in denver to downtown	21
what time is the last flight from washington to san francisco	19
show me flights to san francisco arriving before 1	14
what are the flights and fares from boston to philadelphia	15
please show me united nonstop flights between boston and san francisco departing around 5 in the evening	14
i want a flight originating in denver going to pittsburgh and atlanta in either order	14
show me flights from san francisco to dallas please	14
i would like to know the flights that are available leaving out of pittsburgh to san francisco on thursday night after 9 pm	14
what is fare code h	0
list all the landings at general mitchell international	14
all flights from cleveland to newark	14
does us air have a flight from toronto to salt lake city monday may thirty first	14
please show me the flights from atlanta to denver	14
what 's the earliest flight from boston to bwi that serves dinner	14
when do planes leave boston for	14
show me the nonstop flights from houston to dallas	14
show me any show me what the first class fares are of the flights from pittsburgh to san francisco on monday	3
show me ground transportation in boston	21
show me the flights from salt lake city to st. petersburg on wednesday	14
show me the flights from baltimore to oakland	14
i would like a flight from toronto to san diego that stops in kansas city	14
is twa flight 497766 from st. petersburg to milwaukee with one stop available tomorrow morning	14
please list united flights between boston and denver departing at 9 am	14
show me the flights from cleveland to memphis	14
what american airlines flights from phoenix to milwaukee depart phoenix after 6 pm on wednesday	14
what is the distance from toronto international airport to toronto	13
is there an airline that has a flight from philadelphia to san francisco with a stop in dallas	6
show me ground transportation in san francisco	21
what are the flights from milwaukee to orlando on thursday	14
information on american airlines from fort worth texas to philadelphia	14
give me all the flights from new york to miami round trip with costs less than 466 dollars	14
what is the seating capacity of the various airplanes that united airlines uses	9
what flights from kansas city to chicago leave next wednesday returning the following day	14
what is the lowest fare from denver to pittsburgh	3
could you list for me the flights that leave oakland on sunday and arrive in dallas	14
i would like to book a flight from baltimore to san francisco before 12 o'clock on tuesday	14
flight from denver to san francisco in the afternoon	14
is us air	6
what is the least expensive one way fare from boston to san francisco	3
is there ground transportation in dallas from the dallas airport to downtown dallas	21
show me the cheapest fare from dallas to baltimore	3
what 's the smallest plane flying from pittsburgh to baltimore on december seventeenth	1
show me first class flights one way tampa to st. louis	14
can you show me evening flights from nashville to houston that serve dinner	14
now i need flights leaving from atlanta and arriving in philadelphia on wednesday morning	14
okay that sounds great let 's go from atlanta on april twenty one in the morning to dallas least expensive fare one way	14
what ground transportation is available in dallas	21
show me all daily flights from milwaukee to orlando	14
show afternoon flights from houston to dallas	14
could you tell me about ground transportation arrangements from the dallas airport to downtown dallas	21
please show me flights from dallas fort worth to atlanta on monday	14
i 'd like the lowest fare from denver to pittsburgh	3
give me flights that arrive in baltimore from denver	14
from denver to baltimore	14
what flights leave after 7 pm from philadelphia to boston	14
i want to fly boston to dallas	14
what united airlines first class airfare flights are available from denver to baltimore on july three	3
flight from salt lake city to oakland california	14
where do the flights from boston to oakland stop	8
ground transportation atlanta	21
what 's the ground transportation from oakland to san francisco	21
give me the american airlines flights from phoenix to milwaukee on wednesday	14
all flights from boston to washington dc on november eleventh	14
i would like to see the flights from baltimore to philadelphia again	14
i need a flight from indianapolis to toronto reaching toronto on thursday morning	14
please show me the round trip flights from st. petersburg to toronto	14
show flights from denver into san francisco	14
what is the most expensive one way fare from boston to atlanta on american airlines	3
price of flight from nashville to cleveland	3
i would like to fly from boston to oakland what airlines fly from boston to oakland	14
what airline is ac	6
pittsburgh to baltimore please on january one	14
flight will start from boston	14
am flights from atlanta to philadelphia	14
what flights are there from milwaukee to phoenix on saturday	14
do i get a meal on the atlanta to bwi flight eastern 210	23
please show me continental flights from san francisco to pittsburgh on friday	14
what 's the cheapest flight from denver to pittsburgh	14
list the flights arriving in atlanta from boston between 4 and 8 pm	14
does any airline have an afternoon flight from atlanta to boston	6
what flights depart san francisco after 4 pm and fly to washington via indianapolis	14
could you tell me what flights you have that run daily from boston to san francisco please	14
on tuesday the twenty third flights from philadelphia to san francisco on american airlines	14
please list all flights that leave denver before noon on northwest airlines	14
what is lowest cost air fare available for a flight from dallas to baltimore arriving on july fourth	3
can you tell me what aircraft is used for delta flight 1222 from kansas city to salt lake city	1
show me the cheapest round trips from dallas to baltimore	14
what car rentals are available next sunday from denver airport	21
show me the airlines	6
what are the rental car rates in dallas	20
in economy class from dallas to baltimore arriving july seventh i 'd like to know what 's the cheapest ticket possible	3
what classes of service does twa provide	14
is there ground transportation in st. louis	21
please give me the cheapest round trip airfare from atlanta to philadelphia on august the first	3
what is the cheapest round trip fare on continental 1291 round trip denver san francisco	3
how much does it cost to fly from boston to atlanta	3
which cities are serviced by both american and delta airlines	11
show me the flights from philadelphia to baltimore	14
